Job Code,Date Accessed,Full URL,Title,Agency,Pay scale & grade,Remote job,Telework eligible,Travel Required,Relocation expenses reimbursed,Appointment type,Work schedule,Hiring Process,Promotion Potential,Supervisory Status,Security Clearance,Drug Test,salary_min,salary_max,Qualifications,Keyword,Reduced_Qualifications
816399400,2024-12-08,https://www.usajobs.gov/job/816399400,Public Notice for Direct Hire (STEM) - Data Scientist,Department of Health and Human Services,GS 11 - 15,No,Yes,<= 25%,No,Multiple Appointment Types,"Multiple Schedules (Schedules may vary depending on agency, position, season, etc.)",Competitive,00 - Contingent - Promotion potential will be based on the position to which appointed.,No,Not Required,No,72553,186854,"Qualifications
Basic Qualifications:

Degree: Mathematics, statistics, computer science, data science or field directly related to the position. The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position.

OR

Combination of education and experience: Courses equivalent to a major field of study (30 semester hours) as shown above, plus additional education or appropriate experience.

Minimum Qualifications:

To qualify at theGS-11grade level, you must have at least one year of specialized experience at or equivalent to theGS-09grade level, which must include the following experience:applying and developing data adaptive algorithms, machine learning and other AI system; reviewing, analyzing, and providing information from multiple systems to prepare data reports; and using data tools and techniques to process large, datasets into structured formats for matching, analysis, or estimation.

ORhave completed 3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree in a field which demonstrates the knowledge, skills, and abilities necessary to perform the work of the position.

ORhave a combination of education and specialized experience that together meets 100% of the qualification requirement for this position.

To qualify at theGS-12grade level, you must have at least one year of specialized experience at or equivalent to theGS-11grade level, which must include the following experience:identifying data required for use in the management and direction of programs; developing data adaptive algorithms, machine learning and other AI system; using data tools and techniques to process large, datasets into structured formats for matching, analysis, or estimation; and applying statistical analyses to determine the fitness-for-use of new or combined data sources, machine learning outputs, and data science methods.

To qualify at theGS-13grade level, you must have at least one year of specialized experience at or equivalent to theGS-12grade level, which must include the following experience:conducting research using public health data systems (i.e., survey data, health care facility data, syndromic surveillance data, electronic records, vital records, and non-traditional data sources); designing and developing data analytics/science related products using techniques such as machine learning, natural language processing, robotics process automation, and artificial intelligence; conducting analysis using software and/or programming languages; and using data tools and techniques to process large, datasets into structured formats for matching, analysis, or estimation.

To qualify at theGS-14grade level, you must have at least one year of specialized experience at or equivalent to theGS-13grade level, which must include the following experience:designing and developing of data analytics/science related products using techniques such as machine learning, natural language processing, robotics process automation, and artificial intelligence; conducting analysis using software and/or programming languages; and identifying problematic issues and reporting discrepancies and providing appropriate recommendations to leadership.

To qualify at theGS-15grade level, you must have at least one year of specialized experience at or equivalent to theGS-14grade level, which must include the following experience:evaluating impacts of new policies and procedures to determine the effectiveness in meeting goals and objectives of a department or division; providing guidance for organizations information technology and negotiate on contracts providing information technology and services; planning, organizing, and presenting data science and data visualization techniques-based reports showcasing data-driven insights to organizational leadership and various program office; and guiding strategic planning for organizational structure, data management, information technology infrastructure, across an organization and with academic institutions and public health communities.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Promotion potential:Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.","Data Analyst, Data Engineer, Data Scientist",
817956400,2024-12-08,https://www.usajobs.gov/job/817956400,DATA ANALYTICS SPECIALIST,Department of the Army,GS 11,No,No,<= 25%,No,Temporary - TEMPORARY POSITION NOT TO EXCEEED 8 FEBRUARY 2025,Full-time,Excepted,None,No,Secret,No,72553,94317,"Qualifications

Military Grades: E-4 to O-4 THE FOLLOWING QUALIFICATIONS MUST BE REPRESENTED BY THE CONTENTS OF YOUR RESUME.
To ensure full credit is given for the qualification requirements listed below we suggest using the USA Jobs resume builder.

IF YOU USE YOUR OWN RESUME, PLEASE ENSURE THAT YOU INCLUDE THE BEGINNING AND ENDING DATES (MONTH AND YEAR) FOR ALL JOBS LISTED IN YOUR RESUME.
Verbiage displayed on your resume or application must contain your own words. You may refer to position descriptions, i.e. the general and specialized experience located within the vacancy announcement, to assist with describing work experiences; however, resumes or applications received in verbatim will not be considered.

In your resume you will need to address the general and specialized experience listed below. Please use as much detail as needed, giving dates (months and years) of the experience, position title and how the experience was gained. This information is needed to determine if you are qualified for the position.


General Experience:
1- Analyze problems to identify significant factors, gather pertinent data, and recognize solutions;
2- Plan and organize work;
3- Communicate effectively orally and in writing.

Specialized Experience:
1 year equivalent to at least next lower grade level. Coordinate across a diverse data portfolio, inspecting and reconciling data, and managing various visual reports. Experience in various data visualization programs and developing impactful graphics with Power BI.","Data Analyst, Data Engineer, Data Scientist",
818204600,2024-12-08,https://www.usajobs.gov/job/818204600,IT SPECIALIST (DATA MANAGEMENT),Department of the Army,GS 11,No,No,<= 25%,No,Permanent,Full-time,Excepted,11,No,Secret,No,75708,98418,"Qualifications
Military Grades: Enlisted (E7 to E9) ,Warrant Officer (WO1 to CW2) or Officer (2LT/O1 to 1LT/O2)

Minimum Requirements: Experience, education or training that has provided a basic knowledge of data processing functions and general management principles that enabled the applicant to understand the stages required to automate a work process. Experience may have been gained in work such as computer operator or assistant, computer sales representative, program analyst, or other positions that required the use or adaptation of computer programs and systems.

SPECIALIZED EXPERIENCE: Must 1 year equivalent to at least next lower grade level (GS-09) experience, education, or training that approaches techniques and requirements appropriate to an assigned computer applications area or computer specialty area in an organization. Experience planning the sequence of actions necessary to accomplish the assignment where this entailed coordination with others outside the organizational unit and development of project controls. Experience that required adaptations of guidelines or precedents to meet the needs of the assignment. Experience preparing documentation on cost/benefit studies where is involved summarizing the material and organizing it in a logical fashion.

Substitution of Education for Specialized Experience - GS-11 level, a Ph.D. or equivalent, or 3 years of progressively higher level graduate education leading to such a degree.","Data Analyst, Data Engineer, Data Scientist",
819121300,2024-12-08,https://www.usajobs.gov/job/819121300,Health Insurance Specialist (Data Analysis and Studies),Department of Health and Human Services,GS 11,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,12,No,Not Required,No,82764,107590,"Qualifications
ALL QUALIFICATION REQUIREMENTS MUST BE MET WITHIN 30 DAYS OF THE CLOSING DATE OF THIS ANNOUNCEMENT.

Your resume must include detailed information as it relates to the responsibilities and specialized experience for this position. Evidence of copying and pasting directly from the vacancy announcement without clearly documenting supplemental information to describe your experience will result in an ineligible rating. This will prevent you from receiving further consideration.

In order to qualify for the GS-11, you must meet the following: You must demonstrate in your resume at least one year (52 weeks) of qualifying specialized experience equivalent to the GS-09 grade level in the Federal government, obtained in either the private or public sector), to include:

(1) Conducting data studies to identify trends in health insurance program or healthcare administration; and
(2) Conducting data studies related to a specific subject; and
(3) Utilizing statistical software such as but not limited to SAS, R or Python to prepare summary reports based on analysis that provide metrics for decision makers.

- OR -

Substitution of Education for Experience: You may substitute education for specialized experience at the GS-11 level by possessing a Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree or equivalent doctoral degree or LL.M., if related to the position being filled.

- OR -

Combination of Experience and Education: Only graduate education in excess of the amount required for the GS-09 grade level may be used to qualify applicants for positions at the grade GS-11. Therefore, only education in excess of a master's or equivalent graduate degree or 2 full years of progressively higher level graduate education leading to such a degree, may be used to combine education and experience.

TRANSCRIPTS are required to verify satisfactory completion of the educational requirement related to substitution of education for experience and combination of experience and education. Please see ""Required Documents"" section below for what documentation is required at the time of application.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Time-in-Grade: To be eligible, current or former Federal employees and current or former Federal employees applying under the VEOA eligibility who hold or have held a permanent General Schedule position in the previous year must have served at least 52 weeks (one year) at the next lower grade level from the position/grade level(s) to which they are applying.

Click the following link to view the occupational questionnaire: https://apply.usastaffing.gov/ViewQuestionnaire/12609289","Data Analyst, Data Engineer, Data Scientist",
819437500,2024-12-08,https://www.usajobs.gov/job/819437500,"Associate Director, Deputy Chief Data Officer - Office of the Chief Data Officer",Federal Reserve System--Board of Governors,FR 00,No,Yes,<= 25%,Yes,Permanent,Full-time,Excepted,None,Yes,Not Required,No,250000,250000,"Qualifications
Minimum Qualifications:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Bachelor's degree in economics, finance, computer science, information management or a related field or equivalent experience.
Minimum 12 years full-time working experience of which 10 out of 12 years includes demonstrated experience in data management, data governance, or data science functions; Minimum 5 out of 12 years of experience is in banking, financial market, economic policy, or financial regulation.
Minimum 7 years of people management experience that includes a minimum 5 years of supervising people managers. (Please notate on your resume team size and direct report titles for each position.)
The following experiences are strongly preferred:
Demonstrated experience in operation management, including but not limited to talent management, establishing and implementing operation policies, procedures, and standards, and budget management.
Experience in working on collaborated projects in data security, data privacy, or cloud computing.
Working knowledge in any of these areas: data mesh architecture, data modeling, data warehousing, data pipeline development, advanced data analytics and data visualization, or data science.","Data Analyst, Data Engineer, Data Scientist",
819755400,2024-12-08,https://www.usajobs.gov/job/819755400,IT Specialist (Data/Machine Learning Engineer) (Open to both U.S. Citizens and Federal Employees),Department of Transportation,GS 14,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,14 - Promotion potential will be based on the position to which appointed. Salaries reflected on this vacancy announcement will vary based on the duty station of the appointed position.,No,Other,No,122198,191900,"Qualifications

To meet the minimum qualifications for this position, you must meet the specialized experience qualifications. 

To qualify for the Grade 14, you must have at least one year of experience equal or equivalent to the GS-13, it must include:

Experience with cloud-based platforms such as AWS, Azure, or Google Cloud, and the ability to deploy and manage big data pipelines and architectures is highly desirable.
Experience ensuring compliance with data protection standards and implement necessary security measures to protect sensitive data based on data governance policies, regulations, and privacy laws, including GDPR and HIPAA.
Experience in implementing machine learning algorithms, neural networks, and artificial intelligence methods.

KNOWLEDGE, SKILLS AND ABILITIES (KSAs): Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas:

Attention to Detail: Ability to be thorough in dealing with machine learning techniques that takes information from complex data sheet.
Design: Ability to install machine learning models and using plans, blueprints, and maps.
Problem Solving: Ability to identify problems dealing with program languages, making recommendations and to generate alternative solutions.
Creativity and innovation: Ability to analyze data and exploits structured and unstructured data to accomplish organizational goals.
Oral & Writing Communication: Ability to make oral presentations and or write technical information to audiences and stakeholders.

For all types of consideration, experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

For additional information about applying to Federal positions, please click on the following link: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-policies/#url=e4All applicants must meet all qualification requirements by the closing date of this announcement.","Data Analyst, Data Engineer, Data Scientist",
819834600,2024-12-08,https://www.usajobs.gov/job/819834600,Supervisory Data Scientist,Department of Veterans Affairs,GS 14,No,Yes,<= 25%,No,Permanent,Full-time,Excepted,14,Yes,Other,No,152105,191900,"Qualifications
To qualify for this position,applicants must meet all requirements by the closing date of this announcement, 12/06/2024.

Individual Occupational Requirements:(IOR)Basic Requirements:

Degree:I successfully completed a degree in Mathematics, statistics, computer science, data science or field directly related to the position. The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position. (TRANSCRIPT REQUIRED)

or

Combination of education and experience: I possess a combination of education and experience that provided me with Courses equivalent to a major field of study (30 semester hours) as shown above, plus additional education or appropriate experience.(TRANSCRIPT REQUIRED)


In addition to meeting the (IOR)Basic Requirement above, you must also meet one of the following additional requirements.

You may qualify based on your experience as described below:
GS-14 grade level: One year of specialized experience (equivalent to the GS-13 grade level in the federal service); experience that equipped the applicant with the particular knowledge, skills and abilities (KSA's) and other characteristics to perform successfully the duties of the position, and that is typically in or related to the work of the position to be filled, in the normal line of progression for the occupation in the organization. Specialized experience includes: Mastery of advanced principles, methods and techniques of data science, analytic, and statistical methods to accomplish program goals; Applying advanced management and leadership concepts, methods, standards, and practices sufficient to develop and interpret policies, procedures, and strategies governing the planning and delivery of services throughout the organization; Assess and improve program effectiveness, complex management processes, and systems; Ability to formulate and implement strategic goals, performance measures and guidelines for implementing Departmental or Governmentwide policy initiatives; Knowledge of the management and organizational structure of hospitals and health care institutions, with a specific knowledge of the structure and function of the Department of Veterans Affairs(VA) and the Veterans Health Administration (VHA); Plan, schedule, and carry out major projects concerned with the analysis and evaluation of programs, requirements, or organizational opportunities.
You will be rated on the following Competencies for this position:

Administration and Management
Data Management
Oral Communication
Planning and Evaluating
Problem Solving


There is no educational substitution for the GS-14 level.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religions; spiritual; community; student; social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Note:A full year of work is considered to be 35-40 hours of work per week. Part-time experience will be credited on the basis of time actually spent in appropriate activities. Applicants wishing to receive credit for such experience must indicate clearly the nature of their duties and responsibilities in each position and the number of hours a week spent in such employment.

Physical Requirements:The work is primarily sedentary, although some physical effort may be required, e.g., walking, standing, carrying light items such as manuals or briefcases, or driving or traveling by motor vehicle. She/he must have the ability to work within an environment of conflicting deadlines and. shifting priorities. She/he may be required to work evenings and weekends, as well as perform infrequent overnight travel to meetings and conferences.

For more information on these qualification standards, please visit the United States Office of Personnel Management's website athttps://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/.","Data Analyst, Data Engineer, Data Scientist",
820250200,2024-12-08,https://www.usajobs.gov/job/820250200,Supervisory Data and Analytics Specialist,General Services Administration,GS 15,Yes,N/A (Remote Position),<= 25%,No,Permanent,Full-time,Competitive,15,Yes,Not Required,No,143736,186854,"Qualifications

For each job on your resume, provide:

the exact dates you held each job (from month/year to month/year)
number of hours per week you worked (if part time). 

If you have volunteered your service through a National Service program (e.g., Peace Corps, Americorps), we encourage you to apply and include this experience on your resume.

For a brief video on creating a Federal resume, click here. 

The GS-15 salary range starts at $143,736 per year. 

To qualify, you must have at least one year of specialized experience equivalent to the GS-14 level or higher in the Federal service.

Specialized experience is experience creating and executing a comprehensive data strategy designed to support an organization or department in managing its real property portfolio and meeting the customer base needs. Experience must include developing and managing data-gathering efforts, comprehensive data studies, and developing information models, data forecasts, and advanced/predictive analytics models.","Data Analyst, Data Engineer, Data Scientist",
820437600,2024-12-08,https://www.usajobs.gov/job/820437600,IC Data Plans Officer,Office of the Director of National Intelligence,GS 14 - 15,No,Yes,<= 25%,No,Multiple Appointment Types,Full-time,Excepted,None,No,Sensitive Compartmented Information,No,139395,191900,"Qualifications
Mandatory Requirements:

Experience in planning and programming for the Federal Budget Cycle, with knowledge of the Consolidated Intelligence Guidance, Intelligence Budget and Planning Guidance, and the Directors Strategic Intelligence Priorities processes.

Superior ability to identify emerging information sharing trends and issues, as well as the ability to assess the influence of these trends and issues on the effectiveness of U.S. Government programs.

Expert experience leading strategic planning, managing, and directing the successful efforts of a government or private organization or demonstrated experience in technical collection, collection system development, requirements policy development and requirements management.

Superior ability in developing effective professional and interpersonal relationships with peers and colleagues in ODNI, the IC, and U.S. Government, and to earn their confidence and trust.

Superior-level interpersonal, organizational, and problem-solving skills, including a superior ability to work effectively at the highest levels within an interagency environment on complex issues requiring sensitive negotiations and consensus-building.

Superior ability to communicate clearly, orally and in written reports and documents, policies, plans, and programs related to improving information sharing across the U.S. Government.

Superior ability to balance responsibilities among assigned activities; including the ability to manage transitions effectively from task to task, and proven adaptability to varying customer needs.

Outstanding interpersonal and negotiation skills, and the ability to build consensus, work effectively, and independently exert influence to major stakeholders.

Desired Requirements:

Work or background in data management, knowledge management, analytic management, data management, technology management, information sharing and safeguarding strategies, policies, and standards within the IC strongly desired.

Strategy and plans experience at the office level or above at the ODNI or within an IC element.

PM II or COTR II certification or willingness to obtain within 12 months of accepting the position.

Bachelor's degree or equivalent experience in strategic planning, government budgeting and finance, project management, business management, or another related field.

Some Telework may be available to meet mission need.","Data Analyst, Data Engineer, Data Scientist",
820681900,2024-12-08,https://www.usajobs.gov/job/820681900,Program Analyst (Data Management),Department of the Interior,GS 12,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,None,No,Other,No,86962,113047,"Qualifications
EXPERIENCE AND EDUCATION REQUIREMENTS: (OPM Operating Manual, Qualification Standards ).

GS-12:To qualify at the GS-12 grade level, you must have at least one year of specialized experience at or equivalent to the GS-11 grade level performing all of the following: 1) Using criminal databases to compile and review data to be used in the course of a criminal investigation; 2) Analyzing criminal data to identify and formulate conclusions; 3) Advising management on criminal performance reports and data collected; AND 4) Providing recommendations on policy that is related to law enforcement data.

All qualification requirements must be met by the closing date of this announcement. Merit Promotion candidates must also meet time-in-grade requirements by the announcement closing date. Preference in filling vacancies is given to qualified Indian candidates in accordance with the Indian Preference Act of 1934 (title 25, USC Section 472). Additional selections may be made from this announcement if identical vacancies occur in the same location within 90 days from the closing date.","Data Analyst, Data Engineer, Data Scientist",
820729600,2024-12-08,https://www.usajobs.gov/job/820729600,Data Scientist,Department of Commerce,ZP 3 - 4,No,Yes,<= 25%,No,Permanent,Full-time,Competitive,"4 - If you are selected for a position with further promotion potential, you may be non-competitively promoted if you perform successfully and if recommended by management.",No,Not Required,No,72553,181216,"Qualifications
Qualification requirements in the vacancy announcements are based on the U.S. Office of Personnel Management (OPM) Qualification Standards Handbook, which contains federal qualification standards. This handbook is available on the Office of Personnel Management's website located at:https://www.opm.gov/policy.

BASIC REQUIREMENTS:This position requires applicants to meet a Basic Education Requirement in addition to at least one full year (52 weeks) of specialized experience OR substitution of education for experience OR combination (if applicable) in order to be found minimally qualified. Transcripts must be submitted with your application package. You MUST meet one of the following basic education requirements:

To qualify for the 1560 series:
Education
A. Degree: Mathematics, statistics, computer science, data science or field directly related to the position. The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position.

or

B. Combination of education and experience: Courses equivalent to a major field of study (30 semester hours) as shown in paragraph A above, plus additional education or appropriate experience.


SPECIALIZED EXPERIENCE:Applicants must possess one year of specialized experience equivalent in difficulty and responsibility to the next lower grade level in the Federal Service. Specialized experience is experience that has equipped the applicant with the particular competencies/knowledge, skills and abilities to successfully perform the duties of the position. This experience need not have been in the federal government.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations e.g., professional; philanthropic, religious; spiritual; community, student, social). Volunteer work helps build critical competencies; knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

To qualify at the ZP-3 or GS-11 level:

SPECIALIZED EXPERIENCE:In addition to meeting the Basic Requirements above, applicants must also possess one full year (52 weeks) of specialized experience equivalent to the ZP-2 or GS-09 in the Federal service. Specialized experience MUST include all of the following:
Assisting with translating data into an easily understood narrative utilizing a variety of infographics and visualizations in order to better communicate data findings;
Assisting with building predictive models to analyze user experiences to drive recommendations; and
Working with web-based framework technology, such as Astro, Hugo, Jekyll, e.g. used with Drupal, Content Management Systems (CMS), Java Script, PHP, e.g.
OR

SUBSTITUTION OF EDUCATION:3 years of progressively higher-level graduate education leading to a Ph.D. degreeorPh.D.orequivalent doctoral degree.

OR

COMBINATION OF EDUCATION AND EXPERIENCE:A combination of education and professional experience. Combinations of successfully completed graduate level education and specialized experience may be used to meet total experience requirements. (Note:Only graduate level education in excess of the amount required for the next lower grade level may be combined with experience.)

To qualify at the ZP-4 or GS-13 level:
SPECIALIZED EXPERIENCE:In addition to meeting the Basic Requirements above, applicants must also possess one full year (52 weeks) of specialized experience equivalent to the ZP-3 or GS-12 in the Federal service. Specialized experience MUST include all of the following:
Leading projects or coordinating interdependent activities to support internal and external customers for data management and customer experience;
Applying advanced data science methodologies to analyze web-based customer use in support of archived scientific data; and
Supporting transition of archival data to cloud storage, with the focus on technical access support for data stewardship.","Data Analyst, Data Engineer, Data Scientist",
820906100,2024-12-08,https://www.usajobs.gov/job/820906100,Data Partnerships Officer,Office of the Director of National Intelligence,GS 14 - 15,No,No,<= 25%,No,Multiple Appointment Types,Full-time,Excepted,None,No,Sensitive Compartmented Information,No,139395,191900,"Qualifications
Expert experience with and knowledge of the IC, intelligence policy, intelligence operations, and situational awareness.

Expert knowledge and extensive experience working with individual partners including foreign, military, federal, state,
local, tribal entities, and/or private sector partners.

Expert experience and knowledge of inter-agency coordination and operations to sustain effective working relationships with other U.S. Government departments, agencies, and centers.

Expert experience and knowledge of effective working relationships with foreign governments (i.e., intelligence services, law enforcement, military, ministries, etc.) with emphasis on counterintelligence, security procedures, and official policy guidelines on relationships with foreign liaison service.

Superior ability to lead and support cooperative relationships within the U.S. Government and partners in protecting the U.S. and its interests abroad.

Expert knowledge of intelligence analysis, consensus building, as well as the application and integration of utilizing cooperative relationships within the IC, U.S. Government, and foreign partners in protecting the U.S. and its interest abroad.

Superior ability to develop effective plans for complex interagency projects, taking into account a diverse range of considerations and ensuring that the activities can be successfully completed.

Superior ability to manage sensitive matters and/or complex problems, make key contributions to group efforts, and exercise appropriate leadership and initiative.

Superior interpersonal, organizational, and problem-solving skills, including demonstrated ability to work effectively both independently and in a team or collaborative environment.

Superior ability to listen to, clarify, and convey understanding of others' ideas, comments, and questions as well as demonstrated ability to integrate and build upon diverse opinions in a manner that encourages the development of integrated solutions and way ahead strategies.

Superior ability to communicate complex information clearly, concisely, and in a manner that is targeted to and meets the needs of diverse audiences with different perspectives and objectives.

Ten years of experience leading strategic planning, managing, and directing the successful efforts of a government or private organization or sixteen or more years of experience in technical collection, collection system development, requirements policy development and requirements management.

Bachelor's degree or equivalent experience as determined by mission specialty area.","Data Analyst, Data Engineer, Data Scientist",
820978700,2024-12-08,https://www.usajobs.gov/job/820978700,Management and Program Analyst (Data Analyst),Department of Homeland Security,GS 13,Yes,N/A (Remote Position),<= 25%,No,Permanent,Full-time,Competitive,None,No,Not Required,Yes,88520,115079,"Qualifications
The qualifications for this position must be met by 11:59 PM (Eastern Time) on12/06/2024.

Current Federal employees must have served 52 weeks at the lower grade or equivalent grade band in the Federal service. The Time-in-Grade requirement must be met by 11:59 PM (Eastern Time) on12/06/2024.


GS-13: You qualify at the GS-13 level if you possess one (1) year of specialized experience, which is equivalent to at least the GS-12 level in the federal government, that equipped you with the skills needed to successfully perform the duties of the position. You must have experience performing the following duties:
Performing Contracting Officer's Representative (COR) Level II duties consistent with Federal Acquisition Institute (FAI) definitions and strategic planning
Planning procurement actions to provide necessary resources and to meet the needs of the various operational programs
Overseeing the purchase of goods and services following federal laws, rules, regulations, guidelines, and procedures
Please read the following important information to ensure you submit everything we need to consider your application:It is your responsibility to ensure that you submit your responses and appropriate documentation prior to 12/06/2024. Your resume will be used to determine your qualifications for the position advertised in this announcement. Therefore, your resume must highlight your most relevant, significant experience related to the requirements found in the qualification section of this announcement, as well as any applicable education.USCIS will only review the first 5 pages of your resume to determine your initial eligibility/qualifications for a position. As such, please be sure to include content to support your eligibility/qualifications for this position within the first 5 pages. Please note that your full resume will be made available to the hiring manager if you are referred.Be clear and specific when describing your work history since Human Resources cannot make assumptions regarding your experience. Your application will be rated and ranked based on your responses to the online questions.

Please ensure EACH work history includes ALL of the following information:
Job Title (include series and grade if Federal Job)
Duties (be specific in describing your duties)
Employer's name and address
Supervisor name and phone number
Start and end dates including month, day and year (e.g. June 18 2007 to April 05 2008)
Start and end dates for each grade/pay level if you've held a federal position.
Full-time or part-time status (include hours worked per week)
Salary
Determining length of General or Specialized Experience is dependent on the above information and failure to provide the above information may result in a finding of ineligible.

Note:Overstating your qualifications and/or experience in your application materials or application questionnaire may result in your removal from consideration.

Federal Experience:If you are using current or prior federal experience as a basis for qualifying for this position, the grade levels and length of employment (mm/dd/year) at each grade level must be listed in your work history. This information will be further validated if selected for this position.

National Service Experience (i.e., volunteer experience):Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build criteria competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer service.","Data Analyst, Data Engineer, Data Scientist",
820997100,2024-12-08,https://www.usajobs.gov/job/820997100,DATA SCIENTIST,Department of Defense,GG 13,No,Yes,<= 25%,Yes,Permanent,Full-time,Excepted,13,No,Top Secret,Yes,105896,137669,"Qualifications
Transcripts are required.

In order to qualify for this position, you must meet the requirements described below.

Basic Requirements:
This position has a positive education requirement. To qualify for this position you must meet one of the basic requirements described below:

A. Degree: Mathematics, statistics, computer science, data science or field directly related to the position. The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position. OR B. Combination of education and experience: Courses equivalent to a major field of study (30 semester hours) as shown in paragraph A above, plus additional education or appropriate experience.

Qualifying Experience:
To qualify at the GG-13, your resume must describe at least one year of experience that demonstrates the competencies necessary for immediate success in the position. Experience refers to any paid or unpaid experience, including volunteer work and Military service, that would be considered equivalent to work normally performed at the next lower grade level in the federal service. For this position, qualifying experience is defined as: Experience conducting data analysis for a large corporation or network operations center using critical thinking and problem-solving skills. Experience with presenting and explaining data analysis from a network operations or potential cyber threats and vulnerabilities in a large corporation's enterprise system.

Candidates must describe how they meet the qualifying experience and/or selective placement factor(s) within the body of their resume. All qualifications must be met within 30 days after the closing date of this announcement.","Data Analyst, Data Engineer, Data Scientist",
821055700,2024-12-08,https://www.usajobs.gov/job/821055700,IT Specialist (DATAMGT),General Services Administration,GS 14,Yes,N/A (Remote Position),<= 25%,No,Permanent,Full-time,Competitive,14,No,Not Required,No,122198,191900,"Qualifications

For each job on your resume, provide:

the exact dates you held each job (from month/year to month/year)
number of hours per week you worked (if part time).

If you have volunteered your service through a National Service program (e.g., Peace Corps, Americorps), we encourage you to apply and include this experience on your resume.

For a brief video on creating a Federal resume, click here.

The GS-14 salary range starts at $122,198.00 per year.

If you are a new federal employee, your starting salary will likely be set at the Step 1 of the grade for which you are selected.

To qualify, you must have at least one year of specialized experience equivalent to the GS-13 level or higher in the Federal service.

Applicants applying for the GS-14 grade level must meet the following requirements: Have IT-related experience demonstrating EACH of the four competencies AND one year of specialized experience equivalent to the GS-13 level in the Federal service as described below:

IT SPECIALIST COMPETENCY REQUIREMENTS:

Attention to Detail - This skill is generally demonstrated by assignments where the applicant investigates and evaluates “state of the art” technology of the industry.
Customer Service - This skill is generally demonstrated by assignments where the applicant confers with users to evaluate the effectiveness of, or identify the need for, computer programs or management systems.
Oral Communication - This skill is generally demonstrated by assignments where the applicant persuades others to take a particular course of action or to accept findings, recommendations, changes, or alternative viewpoints.
Problem Solving - This skill is generally demonstrated by assignments where the applicant identifies and accommodates technology and resource constraints.

SPECIALIZED EXPERIENCE REQUIREMENTS: Specialized experience is defined as providing leadership and subject matter expertise for policy development, oversight and compliance, and verification/validation activities relating to an organization’s unclassified information program activities.","Data Analyst, Data Engineer, Data Scientist",
