Job Code,Date Accessed,Keyword,Full URL,Title,Agency,Pay scale & grade,Remote job,Telework eligible,Travel Required,Relocation expenses reimbursed,Appointment type,Work schedule,Hiring Process,Promotion Potential,Supervisory Status,Security Clearance,Drug Test,salary_min,salary_max,Qualifications
822128800,2024-12-08,Data Scientist,https://www.usajobs.gov/job/822128800,Identity and Data Management Specialist,Department of the Army,NH 3,No,"Yes—as determined by the agency policy. This position MAY be eligible for situational telework only, including emergency and OPM prescribed ""Unscheduled Telework"".",Not required,No,Permanent,Full-time,Competitive,None,No,Sensitive Compartmented Information,Yes,89128,137784,"Qualifications
Who May Apply: US Citizens

In order to qualify, you must meet the experience requirements described below. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts is in this document.

Specialized Experience: One year of specialized experience equivalent to the next lower broadband NH-02 or equivalent grade (GS-11) in the Federal service which includes 1) leading an Identity and Data Management Program capable of supporting deployment and redeployment of anywhere in the world on short notice; 2) providing Identity and Data Management services; AND 3) managing an Identity and Data Management Program, which includes operations management, records management, multiple organization coordination, and other management information services. This definition of specialized experience is typical of work performed at the next lower grade/level position in the federal service (NH-02 or GS-11)."
822694900,2024-12-08,Data Scientist,https://www.usajobs.gov/job/822694900,Biological Scientist/Civil Engineer/Physical Scientist (Project Manager),Department of Agriculture,GS 13,No,Yes—as determined by the agency policy.,"Occasional travel - Occasional travel may be required to attend meetings, training and project related work.",No,Permanent,Full-time,Competitive,None,Yes,Not Required,No,103409,134435,"Qualifications
In order to qualify, you must meet the eligibility and qualifications requirements as defined below by the closing date of the announcement. For more information on the qualifications for this position, visit the Office of Personnel Management's General Schedule Qualification Standards.

Your application and resume must clearly show that you possess the experience requirements. Transcripts must be provided for qualifications based on education. Provide course descriptions as necessary.

This is an interdisciplinary position and may be filled in any of the job series listed below.
Basic Requirement:

GS-401:
A. Degree: biological sciences, agriculture, natural resource management, chemistry, or related disciplines appropriate to the position.
OR
B. Combination of education and experience: Courses equivalent to a major, as shown in A above, plus appropriate experience or additional education.

GS-810:
A. Degree: Successful completion of a full 4-year course of study in an accredited college or university leading to a bachelor's or higher degree that included a major field of study in professional engineering. To be acceptable, the curriculum must: (1) be in a school of engineering with at least one curriculum accredited by the Accreditation Board for Engineering and Technology (ABET) as a professional engineering curriculum; or (2) include differential and integral calculus and courses (more advanced than first-year physics and chemistry) in five of the following seven areas of engineering science or physics: (a) statics, dynamics; (b) strength of materials (stress-strain relationships); (c) fluid mechanics, hydraulics; (d) thermodynamics; (e) electrical fields and circuits; (f) nature and properties of materials (relating particle and aggregate structure to properties); and (g) any other comparable area of fundamental engineering science or physics, such as optics, heat transfer, soil mechanics, or electronics.
OR
B. Combination of education and experience -- college-level education, training, and/or technical experience that furnished (1) a thorough knowledge of the physical and mathematical sciences underlying engineering, and (2) a good understanding, both theoretical and practical, of the engineering sciences and techniques and their applications to one of the branches of engineering. The adequacy of such background must be demonstrated by one of the following:
1. Professional registration or licensure -- Current registration as an Engineer Intern (EI), Engineer in Training (EIT), or licensure as a Professional Engineer (PE) by any State, the District of Columbia, Guam, or Puerto Rico. Absent other means of qualifying under this standard, those applicants who achieved such registration by means other than written test (e.g., State grandfather or eminence provisions) are eligible only for positions that are within or closely related to the specialty field of their registration. For example, an applicant who attains registration through a State Board's eminence provision as a manufacturing engineer typically would be rated eligible only for manufacturing engineering positions.
2. Written Test -- Evidence of having successfully passed the Fundamentals of Engineering (FE) examination or any other written test required for professional registration by an engineering licensure board in the various States, the District of Columbia, Guam, and Puerto Rico.
3. Specified academic courses -- Successful completion of at least 60 semester hours of courses in the physical, mathematical, and engineering sciences and that included the courses specified in the basic requirements under paragraph A. The courses must be fully acceptable toward meeting the requirements of an engineering program as described in paragraph A.
4. Related curriculum -- Successful completion of a curriculum leading to a bachelor's degree in an appropriate scientific field, e.g., engineering technology, physics, chemistry, architecture, computer science, mathematics, hydrology, or geology, may be accepted in lieu of a bachelor's degree in engineering, provided the applicant has had at least 1 year of professional engineering experience acquired under professional engineering supervision and guidance. Ordinarily there should be either an established plan of intensive training to develop professional engineering competence, or several years of prior professional engineering-type experience, e.g., in interdisciplinary positions. (The above examples of related curricula are not all-inclusive.)

GS-1301:
A. Degree: physical science, engineering, or mathematics that included 24 semester hours in physical science and/or related engineering science such as mechanics, dynamics, properties of materials, and electronics
OR
B. Combination of education and experience: Courses equivalent to one of the majors shown in A above that included at least 24 semester hours in physical science and/or related engineering science, plus appropriate experience or additional education.

In addition to meeting the basic requirement, you must also possess experience and/or directly related education in the amounts listed below.

Specialized Experience Requirement:

GS-13: One year of specialized experience equivalent to at least the GS-12 grade level. Examples include performing ALL of the following duties:
-Managed multiple, concurrently assigned projects of considerable difficulty, i.e., containing combinations of unusual features, requiring significant departures from previous approaches to similar projects;
-Led team of subject matter experts by establishing project work plans, prioritizing tasks, preparing economic analysis for alternatives, and managing project budgets;
-Monitored and ensured project objectives were met and resolved significant deviations with innovative solutions.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

TIME IN GRADE REQUIREMENT: If you are a current federal employee in the General Schedule (GS) pay plan and applying for a promotion opportunity, you must meet time-in-grade (TIG) requirements of 52 weeks of service at the next lower grade level in the normal line of progression for the position being filled. This requirement must be met by the closing date of this announcement."
795737300,2024-12-08,Data Scientist,https://www.usajobs.gov/job/795737300,Clinical Laboratory Scientist,Department of Health and Human Services,GS 7 - 11,No,No,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,11,No,Other,No,51759,94317,"Qualifications
To qualify for this position, your resume must state sufficient experience and/or education, to perform the duties of the specific position for which you are applying.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; social). You will receive credit for all qualifying experience, including volunteer and part time experience. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week.

BASIC REQUIREMENT(S):
Education
A. A Bachelor's or graduate/higher level degree from a regionally accredited college/university including courses in biological science, chemistry and mathematics, AND successful completion of a Medical Laboratory Scientist/Clinical Laboratory Scientist program accredited by the National Accrediting Agency for Clinical Laboratory Sciences (NAACLS) or an accrediting body recognized by theU.S. Department of Educationat the time the degree was obtained.

OR

B.A full 4-year course of studythat included 12 months in a college or hospital-based medical technology program or medical technology school approved by a recognized accrediting organization. The professional medical technology curriculum may have consisted of a 1-year post- bachelor's certificate program or the last 1 or 2 years of a 4-year program of study culminating in a bachelor's in medical technology.

OR

C. A Bachelor's or graduate/higher level degree from an accredited college/university, including 16 semester hours (24 quarter hours) of biological science (with one semester in microbiology), 16 semester hours (24 quarter hours) of chemistry (with one semester in organic or biochemistry), one semester (one quarter) of mathematics,ANDfive years of full time acceptable clinical laboratory experience in Blood Banking, Chemistry, Hematology, microbiology, Immunology and Urinalysis/Body Fluids. This combination of education and experience must have provided knowledge of the theories, principles, and practices of medical technology equivalent to that provided by the full 4-year course of study described in A or B above. All science and mathematics courses must have been acceptable for credit toward meeting the requirements for a science major at an accredited college or university. Acceptable experience is responsible professional or technician experience in a hospital laboratory, health agency, industrial medical laboratory, or pharmaceutical house; or teaching, test development, or medical research program experience that provided an understanding of the methods and techniques applied in performing professional clinical laboratory work. Certification/licensure as a medical technologist (generalist) obtained through written examination by a nationally recognized credentialing agency or State licensing body is a good indication that the quality of experience is acceptable.

Evaluation of Education and Experience: The major areas of clinical laboratory science are microbiology, clinical chemistry, hematology, and immunohematology (blood banking). Qualifying course work in these areas includes bacteriology, mycology, mycobacteriology, tissue culture, virology, parasitology, endocrinology, enzymology, toxicology, urinalysis, coagulation, hemostasis, cell morphology, immunology, serology, immunoserology, immuno-deficiency, hemolysis, histocompatibility, cytotechnology, and similar disciplines or areas of laboratory practice.

Related fields include physiology, anatomy, molecular biology, cell biology, embryology, pathology, genetics, pharmacology, histology, cytology, nuclear medicine, epidemiology, biostatistics, infection control, physics, statistics, and similar areas of science where the work is directly related to the position to be filled

For positions GS-7 through GS-15 (or equivalent), experience or graduate education must have been in (1) the general field of medical technology; (2) one of the disciplines or specialized areas of medical technology; or (3) a field directly related and applicable to medical technology or the position to be filled.

Clinical laboratory intern (student medical technologist) experience in an education program accredited by the Commission on Accreditation of Allied Health Education Programs (CAAHEP) education program may be credited on a month-for-month basis toward meeting the GS-7 specialized experience requirement.

Note:
A typical program comprises 12 consecutive months of professional study, including didactic and practical instruction. Approximately 6 to 7 months are devoted to lectures, laboratory study, demonstrations, and seminars covering theory and technique in clinical laboratory science. The other 5 to 6 months are devoted to clinical laboratory rotations. It is the latter, i.e., the period(s) of supervised work experience in a service laboratory that may be credited as work study experience.

In addition to the Basic Requirements, you must also meet the Minimum Qualifications stated below.

MINIMUM QUALIFICATIONS:
GS-07:Your resume must demonstrate at least one (1) year of specialized experience equivalent to at least the GS-05 grade level in the Federal service obtained in either the private or public sector performing thefollowing type of work and/or tasks: Assist senior technologist in preparing reagents; assist with performance of routine laboratory tests; follow procedures to ensure quality control; and use basic laboratory equipment and instruments OR 1 year of graduate-level educationorsuperior academic achievement.

GS-09:Your resume must demonstrate at least one (1) year of specialized experience equivalent to at least the GS-07 grade level in the Federal service obtained in either the private or public sector performing thefollowing type of work and/or tasks:Perform procedures of a routine and complex nature in all clinical laboratory sections; standardize and/or calibrate section instruments; prepare reagents and controls; maintain quality control; perform analysis which is reviewed by senior staff; perform electronic standardization procedures for laboratory instrumentation function OR 2 years of progressively higher level graduate education leading to a master's degreeormaster's or equivalent graduate degree

GS-11:Your resume must demonstrate at least one (1) year of specialized experience equivalent to at least the GS-09 grade level in the Federal service obtained in either the private or public sector performing thefollowing type of work and/or tasks:Monitor routine tests, perform specialized tests and/or non-routine procedures; identify and resolve inconsistent test results. Perform complex and unusual tests in area of microbiology AST, polymerase chain reactions (PCR), whole blood cellular component and blood bank. Report test result and consult with physician. Develop backup analysis procedures during instrument malfunction with input from medical staff. Collect data from lab testing for quality improvement evaluation OR 3 years of progressively higher level graduate education leading to a Ph.D. degreeorPh.D. or equivalent doctoral degree

Time In Grade
Federal employees in the competitive service are also subject to the Time-In-Grade Requirements: Merit Promotion (status) candidates must have completed one year of service at the next lower grade level. Time-In-Grade provisions do not apply under the Excepted Service Examining Plan (ESEP).

You must meet all qualification requirements within 30 days of the closing date of the announcement."
821425000,2024-12-08,Data Scientist,https://www.usajobs.gov/job/821425000,BIOMEDICAL ENGINEER/GENERAL PHYSICAL SCIENTIST/GENERAL BIOLOGICAL SCIENTIST,Department of the Navy,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,13,No,Secret,Yes,117962,153354,"Qualifications
Your resume must also demonstrate at least one year of specialized experience at or equivalent to the GS-12 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: Experience in science or engineering, with specific experience conducting original research; developing research plans; and managing research projects.

Additional qualification information can be found from the following Office of Personnel Management website:
https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=List-by-Occupational-Series AND https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0800/files/all-professional-engineering-positions-0800.pdf

0401: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0400/general-natural-resources-management-and-biological-sciences-series-0401/
1301: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/1300/general-physical-science-series-1301/
0858: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0800/bioengineering-and-biomedical-engineering-series-0858/



Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
781901100,2024-12-08,Data Scientist,https://www.usajobs.gov/job/781901100,INTERDISCIPLINARY ENGINEER/SCIENTIST,Department of the Navy,DP 4,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Top Secret,Yes,101121,156323,"Qualifications
Your resume must also demonstrate at least one year of Specialized experience at or equivalent to the (GS 9-11) grade level or DP-03 pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: 1) Applying analytical processes to the planning, engineering and implementation of new and improved data and information to meet the requirements of Electronic Warfare (EW) systems; 2) Performing tasking such as sensor engineering of data requirements to bridge intelligence availability and avionics requirements, estimates of resource information requirements of systems, and research tasks to obtain a variety of cost, schedule, and performance requirements associated with supported systems; 3) Performing analysis of various intelligence and system data, engineered to the specifics of the mission and avionics system to meet mission requirements; 4) Validating and testing mission data/ information using pre-flight analysis such as modeling and simulation, lab and flight testing; and 5) Validating and reprogramming mission data/ information using post flight analysis using captured flight data.

Additional qualification information can be found from the following Office of Personnel Management website: General Engineering Series 0801 (opm.gov) Mechanical Engineering Series 0830 (opm.gov) Electrical Engineering Series 0850 (opm.gov)Computer Engineering Series 0854 (opm.gov)
Electronics Engineering Series 0855 (opm.gov) Mathematics Series 1520 (opm.gov) Computer Science Series 1550 (opm.gov)

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
806625300,2024-12-08,Data Scientist,https://www.usajobs.gov/job/806625300,Supervisory Clinical Laboratory Scientist,Department of Health and Human Services,GS 11,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,Yes,Other,No,104961,136446,"Qualifications
To qualify for this position, your resume must state sufficient experience and/or education, to perform the duties of the specific position for which you are applying.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; social). You will receive credit for all qualifying experience, including volunteer and part time experience. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week.

Individual Occupational Requirements:These standards describe the minimum qualification requirements (for example, educational, medical, age, experience, etc.) for each occupational series. Individual Occupational Requirements for basic education, license, experience, and other qualifications for the Clinical Laboratory Scientist occupational series and are listed below as Basic Requirements. Specialized experience and certification requirements are also listed below.

BASIC REQUIREMENT(S):

EDUCATION:
A. A Bachelor's or graduate/higher level degree from a regionally accredited college/university including courses in biological science, chemistry and mathematics, AND successful completion of a Medical Laboratory Scientist/Clinical Laboratory Scientist program accredited by the National Accrediting Agency for Clinical Laboratory Sciences (NAACLS) or an accrediting body recognized by the U.S. Department of Educationat the time the degree was obtained.
OR
B. A FULL 4-YEAR COURSE OF STUDY that included 12 months in a college or hospital-based medical technology program or medical technology school approved by a recognized accrediting organization. The professional medical technology curriculum may have consisted of a 1-year post- bachelor's certificate program or the last 1 or 2 years of a 4-year program of study culminating in a bachelor's in medical technology.
OR
C. A Bachelor's or graduate/higher level degree from an accredited college/university, including 16 semester hours (24 quarter hours) of biological science (with one semester in microbiology), 16 semester hours (24 quarter hours) of chemistry (with one semester in organic or biochemistry), one semester (one quarter) of mathematics, AND five years of full time acceptable clinical laboratory experience in Blood Banking, Chemistry, Hematology, microbiology, Immunology and Urinalysis/Body Fluids. This combination of education and experience must have provided knowledge of the theories, principles, and practices of medical technology equivalent to that provided by the full 4-year course of study described in A or B above. All science and mathematics courses must have been acceptable for credit toward meeting the requirements for a science major at an accredited college or university. Acceptable experience is responsible professional or technician experience in a hospital laboratory, health agency, industrial medical laboratory, or pharmaceutical house; or teaching, test development, or medical research program experience that provided an understanding of the methods and techniques applied in performing professional clinical laboratory work. Certification/licensure as a medical technologist (generalist) obtained through written examination by a nationally recognized credentialing agency or State licensing body is a good indication that the quality of experience is acceptable.
For positions GS-7 through GS-15 (or equivalent), experience or graduate education must have been in
(1) the general field of medical technology.
(2) one of the disciplines or specialized areas of medical technology; or
(3) a field directly related and applicable to medical technology or the position to be filled.

MINIMUM QUALIFICATIONS For Grade GS-11
Your resume must demonstrate at least one (1) year of specialized experience equivalent to at least the grade GS-09, which is the next lower grade level in the Federal service obtained in either the private or public sector performing the following type of work and/or tasks such as: work experience in or work experience demonstrating ability to plan and carry out a duties related to maintaining a medical laboratory sufficient to oversee and perform the full range of duties involved in planning and implementing the clinical laboratory testing program; diagnostic and testing equipment sufficient to establish and maintain a preventive maintenance program; and the accreditation standards such as Clinical Laboratory Improvement Amendments and Accreditation Association for Ambulatory Health Care as they pertain to the laboratory services.OR
Submit a copy of unofficial transcripts to show completed a Ph.D. or equivalent doctoral degree or 3 full years of progressively higher-level graduate education leading to such a degree or LL.M., if related. OR
Demonstrate meeting qualifications for this grade level by indicating on resume and submitting a copy of unofficial transcripts to show a combination of specialized experience and graduate level education that meets 100% of the qualification requirements for this position. Combinations of successfully completed graduate level education and specialized experience may be used to meet total experience requirement.
SELECTIVE PLACEMENT FACTOR: Certification as Medical Laboratory Scientist (MLS) or Medical Technologist (MT) by American Society of Clinical Pathology (ASCP), American Medical Technologists (AMT), or equivalent; or Certification by National Credentialing Agency for Laboratory Personnel's (NCA) certification Medical Technologist (MT), Clinical Laboratory Specialist (CLS) certification or a valid license from a state that requires license.

Specialized Experienceis experience that has equipped the applicant with the particular knowledge, skills, and abilities/competencies to perform successfully the duties of the position and is typically in or related to the work of the position to be filled.

Selective Placement Factoris a competency/KSAs or special qualification without which a candidate could not perform the duties of a position in a satisfactory manner. Selective factors are applied in addition to minimum qualifications. Applicants who do not meet a selective factor are ineligible for further consideration.

You must meet all qualification requirements within 30 days of the cut-off date or the closing date of the announcement.The first cutoff date is 10 days after the opening date. If necessary, additional cutoff dates will be established until the position is filled. Once the position is filled, the job announcement closes."
821559200,2024-12-08,Data Scientist,https://www.usajobs.gov/job/821559200,Clinical Laboratory Scientist (Medical Technologist),Department of Justice,GL 05,No,No,Occasional travel - Travel may be required for training and/or work related issues.,No,Permanent,Full-time,Competitive,09,No,Other,Yes,53024,65920,"Qualifications

To be considered for the position, you must meet the following qualification requirements:

Basic Requirements:

A. A Bachelor’s or graduate/higher level degree from a regionally accredited college/university including courses in biological science, chemistry and mathematics, AND successful completion of a Medical Laboratory Scientist/Clinical Laboratory Scientist program accredited by the National Accrediting Agency for Clinical Laboratory Sciences (NAACLS) or an accrediting body recognized by the U.S. Department of Education at the time the degree was obtained.

OR

B. A full 4-year course of study that included 12 months in a college or hospital-based medical technology program or medical technology school approved by a recognized accrediting organization. The professional medical technology curriculum may have consisted of a 1- year post- bachelor’s certificate program or the last 1 or 2 years of a 4-year program of study culminating in a bachelor's in medical technology.

OR

C. A Bachelor’s or graduate/higher level degree from an accredited college/university, including 16 semester hours (24 quarter hours) of biological science (with one semester in microbiology), 16 semester hours (24 quarter hours) of chemistry (with one semester in organic or biochemistry), one semester (one quarter) of mathematics, AND five years of full time acceptable clinical laboratory experience in Blood Banking, Chemistry, Hematology, microbiology, Immunology and Urinalysis/Body Fluids. This combination of education and experience must have provided knowledge of the theories, principles, and practices of medical technology equivalent to that provided by the full 4-year course of study described in A or B above. All science and mathematics courses must have been acceptable for credit toward meeting the requirements for a science major at an accredited college or university. Acceptable experience is responsible professional or technician experience in a hospital laboratory, health agency, industrial medical laboratory, or pharmaceutical house; or teaching, test development, or medical research program experience that provided an understanding of the methods and techniques applied in performing professional clinical laboratory work. Certification/licensure as a medical technologist (generalist) obtained through written examination by a nationally recognized credentialing agency or State licensing body is a good indication that the quality of experience is acceptable.

The basic requirements above are qualifying at the GL-05 level only.

If applicable, credit will be given for paid and unpaid experience. To receive proper credit, you must show the actual time (such as the number of hours worked per week) spent in activities.

**Your eligibility for consideration will be based on your responses to the questions in the application.**"
821076100,2024-12-08,Data Scientist,https://www.usajobs.gov/job/821076100,INTERDISCIPLINARY ENVIRONMENTAL ENGINEER/PHYSICAL SCIENTIST,Department of the Navy,GS 13,No,Yes—The position is eligible for telework. This position may be eligible for telework on a situational or regular and recurring basis to be determined by activity where the position is filled.,Occasional travel - Occasional travel away from the normal duty station is required; frequent travel away from the normal duty station is required 15% of the time.,No,Temporary Promotion - one year,Full-time,Competitive,13,No,Secret,No,117776,153113,"Qualifications
This position has a Selective Placement Factor for those applying for the GS-0819, Professional Environmental Engineering Series that will be used to screen out ineligible candidates. The selective placement factor is: You must currently be a licensed Professional Engineer (PE) in a State, the District of Columbia, the Commonwealth of Puerto Rico, or a territory of the United States.

Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-12 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following: 1) Managing environmental investigation and environmental compliance projects; 2) Interpreting and applying laws, regulations and standards applicable to environmental projects;
3) Developing scopes of work, preparing government estimates, negotiating, and managing environmental compliance contracts; 4) Preparing and reviewing technical reports; and 5) Identifying program funding needs and managing execution. **NOTE: Your answer must be supported by information in your resume.**

Additional qualification information can be found from the following Office of Personnel Management website:
https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=List-by-Occupational-Series AND https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0800/files/all-professional-engineering-positions-0800.pdf

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
820729600,2024-12-08,Data Scientist,https://www.usajobs.gov/job/820729600,Data Scientist,Department of Commerce,ZP 3 - 4,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,"4 - If you are selected for a position with further promotion potential, you may be non-competitively promoted if you perform successfully and if recommended by management.",No,Not Required,No,72553,181216,"Qualifications
Qualification requirements in the vacancy announcements are based on the U.S. Office of Personnel Management (OPM) Qualification Standards Handbook, which contains federal qualification standards. This handbook is available on the Office of Personnel Management's website located at:https://www.opm.gov/policy.

BASIC REQUIREMENTS:This position requires applicants to meet a Basic Education Requirement in addition to at least one full year (52 weeks) of specialized experience OR substitution of education for experience OR combination (if applicable) in order to be found minimally qualified. Transcripts must be submitted with your application package. You MUST meet one of the following basic education requirements:

To qualify for the 1560 series:
Education
A. Degree: Mathematics, statistics, computer science, data science or field directly related to the position. The degree must be in a major field of study (at least at the baccalaureate level) that is appropriate for the position.

or

B. Combination of education and experience: Courses equivalent to a major field of study (30 semester hours) as shown in paragraph A above, plus additional education or appropriate experience.


SPECIALIZED EXPERIENCE:Applicants must possess one year of specialized experience equivalent in difficulty and responsibility to the next lower grade level in the Federal Service. Specialized experience is experience that has equipped the applicant with the particular competencies/knowledge, skills and abilities to successfully perform the duties of the position. This experience need not have been in the federal government.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations e.g., professional; philanthropic, religious; spiritual; community, student, social). Volunteer work helps build critical competencies; knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

To qualify at the ZP-3 or GS-11 level:

SPECIALIZED EXPERIENCE:In addition to meeting the Basic Requirements above, applicants must also possess one full year (52 weeks) of specialized experience equivalent to the ZP-2 or GS-09 in the Federal service. Specialized experience MUST include all of the following:
Assisting with translating data into an easily understood narrative utilizing a variety of infographics and visualizations in order to better communicate data findings;
Assisting with building predictive models to analyze user experiences to drive recommendations; and
Working with web-based framework technology, such as Astro, Hugo, Jekyll, e.g. used with Drupal, Content Management Systems (CMS), Java Script, PHP, e.g.
OR

SUBSTITUTION OF EDUCATION:3 years of progressively higher-level graduate education leading to a Ph.D. degreeorPh.D.orequivalent doctoral degree.

OR

COMBINATION OF EDUCATION AND EXPERIENCE:A combination of education and professional experience. Combinations of successfully completed graduate level education and specialized experience may be used to meet total experience requirements. (Note:Only graduate level education in excess of the amount required for the next lower grade level may be combined with experience.)

To qualify at the ZP-4 or GS-13 level:
SPECIALIZED EXPERIENCE:In addition to meeting the Basic Requirements above, applicants must also possess one full year (52 weeks) of specialized experience equivalent to the ZP-3 or GS-12 in the Federal service. Specialized experience MUST include all of the following:
Leading projects or coordinating interdependent activities to support internal and external customers for data management and customer experience;
Applying advanced data science methodologies to analyze web-based customer use in support of archived scientific data; and
Supporting transition of archival data to cloud storage, with the focus on technical access support for data stewardship."
757695300,2024-12-08,Data Scientist,https://www.usajobs.gov/job/757695300,DST Data Engineer,Central Intelligence Agency,GS 8 - 15,No,No,Occasional travel - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Excepted,None,No,Sensitive Compartmented Information,Yes,72030,170800,"Qualifications
Minimum Qualifications
Strong critical thinking and problem-solving skills
Experience Programming in Linux and/or Windows OS environments
Experience with Software Development using computer programing languages like Javascript and/or Python.
Ability to work independently and in groups within a team environment
Ability to meet the minimum requirements for joining CIA, including U.S. citizenship and a background investigation
Desired Qualifications
Without previous work experience, a 3.0 GPA on a 4-point scale is strongly desired
Experience in one or more of the following areas:
Data analytics
Econometrics, mathematical modeling, or geospatial modeling
Gaming and modeling
Internet/web technology
Mathematical analysis
Network security and engineering
Signal processing and analysis
Social network analysis
Statistical operations research
Survey research, design, and analysis
Telecommunications networks/voice data communications
Self-starter attitude with initiative
Creativity
Strong interpersonal and communications skills
Strong analytic and research skills
Demonstrated experience working with Agile software development. Desired familiarity collaborating with technical writers and technical program policy representatives.
Experience with database and search technologies.
Experience with software development technologies or code version management software.
Experience analyzing large streaming datasets"
