Job Code,Date Accessed,Keyword,Full URL,Title,Agency,Pay scale & grade,Remote job,Telework eligible,Travel Required,Relocation expenses reimbursed,Appointment type,Work schedule,Hiring Process,Promotion Potential,Supervisory Status,Security Clearance,Drug Test,salary_min,salary_max,Qualifications
820821000,2024-12-08,Data Analyst,https://www.usajobs.gov/job/820821000,Quality Review Analyst NF-04,Department of the Army,NF 4,No,No,Occasional travel - 20% or less - You may be expected to travel for this position.,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,No,Not Required,No,51332,60000,"Qualifications
At least one year of specialized progressive experience which demonstrates an acquired knowledge of the theories, principles, practices, and techniques of performing investigations and studies of financial management control within Army NAF MWR Activities (Note: Demonstrated work experience must be equivalent in difficulty and complexity to the NF-03 level).
Must have knowledge of double-entry accrual method of accounting demonstrate through work experience or education that reflects ability to perform audit assignments.
Experience addressing organizational challenges through financial analysis to determine the proper course of action and reports to decision makers.
Experience examining a variety of documents, records, related reports, and processes to determine performance and provide valued recommendations.
Experience in word-processing, spreadsheet and database applications.
Experience in leading or working on a team.
Must have good written and oral communication skills.
Referral lists are based on the qualifications stated in the job announcement. Your qualifications MUST be fully described in your resume. In describing your experience, be clear and specific. NO ASSUMPTIONS WILL BE MADE REGARDING YOUR EXPERIENCE.
"
822100400,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822100400,Supervisory Budget Analyst,Department of the Army,GS 14,No,Yes—as determined by the agency policy.,Not required,Yes—You may qualify for reimbursement of relocation expenses in accordance with agency policy.,Permanent,Full-time,Competitive,None,Yes,Secret,No,124123,161362,"Qualifications

Who May Apply: Only applicants who meet one of the employment authority categories below are eligible to apply for this job. You will be asked to identify which category or categories you meet, and to provide documents which prove you meet the category or categories you selected. See Proof of Eligibility for an extensive list of document requirements for all employment authorities

30 Percent or More Disabled Veterans
Current Department of Army Civilian Employees
Domestic Defense Industrial Base/Major Range and Test Facilities Base Civilian Personnel Workforce
Interagency Career Transition Assistance Plan
Land Management Workforce Flexibility Act
Military Spouses, under Executive Order (E.O.) 13473
People with Disabilities, Schedule A
Priority Placement Program, DoD Military Reserve (MR) and National Guard (NG) Technician Eligible
Priority Placement Program, DoD Military Spouse Preference (MSP) Eligible
Priority Placement Program, DoD MR and NG Preference Eligible Tech Receiving Disability Retirement
Priority Placement Program, DoD Retained Grade Preference Eligible
Reinstatement
Veterans Employment Opportunity Act (VEOA) of 1998


In order to qualify, you must meet the specialized experience requirements described below. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts is in this document.

Specialized Experience: One year of specialized experience which includes 1) Developing Command policy, program, operating methods, or procedures to accomplish division mission/functions; 2) Evaluating the effectiveness of operations/processes to increase organizational effectiveness/efficiency; 3) Evaluating overall performance of subordinates to accomplish assigned functions; AND 4) Developing budget/program processes and procedures for executing financial management plans/programs. This definition of specialized experience is typical of work performed at the next lower grade/level position in the federal service (GS-13).




Some federal jobs allow you to substitute your education for the required experience in order to qualify. For this job, you must meet the qualification requirement using experience alone--no substitution of education for experience is permitted.

You will be evaluated on the basis of your level of competency in the following areas:


Leadership
Planning and Evaluating
Strategic Thinking
Technical Competence


Time in Grade Requirement:Applicants who have held a General Schedule (GS) position within the last 52 weeks must have 52 weeks of Federal service at the next lower grade or equivalent (GS-13)."
819819500,2024-12-08,Data Analyst,https://www.usajobs.gov/job/819819500,OPERATIONS RESEARCH ANALYST,Department of the Air Force,NH 3,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Other,Yes,86962,134435,"Qualifications
In order to qualify, you must meet the specialized experience requirements described in the Office of Personnel Management (OPM) Qualification Standards for General Schedule Positions, Professional and Scientific positionshere.

BASIC REQUIREMENT OR INDIVIDUAL OCCUPATIONAL REQUIREMENT:

Degree: in operations research; or at least 24 semester hours in a combination of operations research, mathematics, probability, statistics, mathematical logic, science, or subject-matter courses requiring substantial competence in college-level mathematics or statistics. At least 3 of the 24 semester hours must have been in calculus.

Evaluation of Education: The primary requirement of operations research work is competence in the rigorous methods of scientific inquiry and analysis rather than in the subject matter of the problem. Therefore, applicants should have sufficient knowledge of applied mathematics to understand and use the fundamental concepts and techniques of operations research methods of analysis. In addition, some positions may require knowledge of a specific subject area.

Courses acceptable for qualifying for operations research positions may have been taken in departments other than Operations Research, e.g., Engineering (usually Industrial Engineering), Science, Economics, Mathematics, Statistics, or Management Science.

The following are illustrative of acceptable courses: optimization; mathematical modeling; queueing theory; engineering; physics (except descriptive or survey courses); econometrics; psychometrics; biometrics; experimental psychology; physical chemistry; industrial process analysis; managerial economics; computer science; measurement for management; mathematical models in social phenomena; and courses that involved application of operations research techniques and methodologies to problems of management, marketing, systems design, and other specialized fields; or other comparable quantitative analysis courses for which college-level mathematics or statistics is a prerequisite. Courses in theory of probability and statistics are highly desirable, but are not specified as minimum educational requirements because to do so would possibly exclude some applicants who would otherwise be well qualified.

In addition to meeting the basic requirement above, to qualify for this position you must also meet the qualification requirements listed below:

SPECIALIZED EXPERIENCE: Applicants must have at least one (1) year of specialized experience at the next lower broadband NH-02, equivalent to the next to lower grade GS-11 or equivalent in the Federal Service.

Specialized experience includesproviding operations research and financial management services to all personnel, programs, support missions, associates, and external customers. Services include financial management advisory service, financial services, budget operations, cost analysis, and resource management systems. NOTE: Due to the use of 120-day rosters, this period of experience may be completed within 120 days of the closing date of this announcement.

KNOWLEDGE, SKILLS AND ABILITIES (KSAs):Your qualifications will be evaluated on the basis of your level of knowledge, skills, abilities and/or competencies in the following areas:
1. Knowledge of a broad range of operations research analysis techniques and possession of analytical abilities.
2. Knowledge of quantitative techniques and methods used to develop, adapt, modify and apply models to resolve problems or define and clarify alternative solutions.
3. Skill to negotiate and/or defend findings and program support concepts.
4. Ability to lead study teams and originate new ideas, projects, and methodologies; and execute projects and/or studies within established financial and/or time constraints.
6. Ability to develop and utilize appropriate data collection techniques, and design, build, and use models and simulation techniques.
7. Ability to communicate effectively, both orally and in writing; negotiate complex issues; and maintain good working relations.

Ideal Candidate Statement (cannot be used for qualification determination):
The ideal candidate would have at least one year of cost estimating experience at the journeyman level in acquisition.

PART-TIME OR UNPAID EXPERIENCE: Credit will be given for appropriate unpaid and or part-time work. You must clearly identify the duties and responsibilities in each position held and the total number of hours per week.

VOLUNTEER WORK EXPERIENCE: Refers to paid and unpaid experience, including volunteer work done through National Service Programs (i.e., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student and social). Volunteer work helps build critical competencies, knowledge and skills that can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience."
821860300,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821860300,Operations Research Analyst,Department of the Army,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,117962,153354,"Qualifications
Who May Apply: US Citizens

In order to qualify, you must meet theeducation and experiencerequirements described below. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community; student; social). You will receive credit for all qualifying experience, including volunteer experience. Your resume must clearly describe your relevant experience; if qualifying based on education, your transcripts will be required as part of your application. Additional information about transcripts isin this document.

Basic Education Requirement: In order to be qualified for this position, applicants must meet the following qualification requirement: Degree: in operations research; or at least 24 semester hours in a combination of operations research, mathematics, probability, statistics, mathematical logic, science, or subject-matter courses requiring substantial competence in college-level mathematics or statistics. At least 3 of the 24 semester hours must have been in calculus.

Evaluation of Education:

The primary requirement of operations research work is competence in the rigorous methods of scientific inquiry and analysis rather than in the subject matter of the problem. Therefore, applicants should have sufficient knowledge of applied mathematics to understand and use the fundamental concepts and techniques of operations research methods of analysis. In addition, some positions may require knowledge of a specific subject area.

Courses acceptable for qualifying for operations research positions may have been taken in departments other than Operations Research, e.g., Engineering (usually Industrial Engineering), Science, Economics, Mathematics, Statistics, or Management Science.

The following are illustrative of acceptable courses: optimization; mathematical modeling; queueing theory; engineering; physics (except descriptive or survey courses); econometrics; psychometrics; biometrics; experimental psychology; physical chemistry; industrial process analysis; managerial economics; computer science; measurement for management; mathematical models in social phenomena; and courses that involved application of operations research techniques and methodologies to problems of management, marketing, systems design, and other specialized fields; or other comparable quantitative analysis courses for which college-level mathematics or statistics is a prerequisite. Courses in theory of probability and statistics are highly desirable but are not specified as minimum educational requirements because to do so would possibly exclude some applicants who would otherwise be well qualified.

In addition to meeting the basic education requirement above, applicants must also meet the below specialized experience:

Specialized Experience:One year of specialized experience which includes applying operations research techniques and data analysis skills to effectively solve challenging problems; leading data analysis efforts on a team, briefing senior leaders to enhance decision-making; and conducting briefings that clearly explain analytical results for non-analysts.This definition of specialized experience is typical work performed at the next lower grade/level position in the federal service (GS-12)."
805411600,2024-12-08,Data Analyst,https://www.usajobs.gov/job/805411600,FINANCIAL MANAGEMENT ANALYST,Department of the Navy,GS 9 - 11,No,"Yes—This position is eligible for part time, substantial or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,12,No,Secret,No,59966,94317,"Qualifications
FOR GS-11 GRADE LEVEL:
Your resume must demonstrate at least one year of specialized experience at or equivalent to the (GS-09) grade level or pay band in the Federal service or equivalent experience in the private or public sector analyzing financial data to formulate budget and cost estimates; reviewing financial documentation for completeness; interpreting budgetary policies, or monitoring obligations and expenditures in support of organizational programs.

FOR GS-09 GRADE LEVEL:
Your resume must demonstrate at least one year of specialized experience at or equivalent to the (GS-07) grade level or pay band in the Federal service or equivalent experience in the private or public sector assisting with the formulation of budget and cost estimates; reviewing and evaluating budget requests and documentation; or preparing obligation and expenditure reports to support organizational programs.

Additional qualification information can be found from the following Office of Personnel Management web site: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/#url=GS-ADMIN

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
821335700,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821335700,FINANCIAL MANAGEMENT ANALYST,Department of the Navy,GS 9,No,"Yes—This position is eligible for part time, full time or ad-hoc telework at the discretion of management.",Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Secret,No,67743,88065,"Qualifications
Your resume must demonstrate at least one year of specialized experience at or equivalent to the GS-07 grade level or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following:

*Experience following work procedures to perform accounting functions and to resolve identified other problems of a procedural or factual nature. *Experience participating in audits, studies, and analyzing organization plans. *Experience performing specialized work involving managerial or administrative work in connection with accounting systems. *Experience utilizing the policies, precedents, regulations, and guidelines of a functional area such as financial oversight, accounting, or budget.

Additional qualification information can be found from the following Office of Personnel Management website: https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0500/financial-administration-and-program-series-0501/

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
822169000,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822169000,Financial Management Analyst,Department of State,GS 12 - 13,No,Yes—as determined by the agency policy.,Occasional travel - Some occassional travel may be required,No,Permanent,Full-time,Competitive,13,No,Secret,Yes,99200,153354,"Qualifications

Applicants must meet all the qualification requirements described below by the closing date of this announcement. 

Applicants applying for the GS-12 

Applicants must have 1 year of specialized experience equivalent to the GS-11 level in the Federal service which provided the applicant with the particular knowledge, skills and abilities to perform the duties of the position.

Qualifying specialized experience must demonstrate the following:

Experience interpreting policies, regulations, and guidelines of financial management analysis and budgeting.
Experience participating in planning and implementing an organization’s program budget. 
Experience utilizing data management tools (e.g. Microsoft Excel or Power BI) to analyze and evaluate changes in program plans and funding on budgets.

There is no substitute of education for specialized experience for the GS-12 position.

Applicants applying for the GS-13

Applicants must have 1 year of specialized experience equivalent to the GS-12 level in the Federal service which provided the applicant with the particular knowledge, skills and abilities to perform the duties of the position.

Qualifying specialized experience must demonstrate the following:

Experience developing and implementing financial management improvements for tracking, management, and monitoring of organizational funds.
Experience utilizing data management tools (e.g. Microsoft Excel or Power BI) to conduct research and analysis to make recommendations on organizational financial matters.
Experience providing the full range of budget oversight, planning and other services for multiple complex foreign assistance funds.

There is no substitute of education for specialized experience for the GS-13 position."
822169000,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822169000,Financial Management Analyst,Department of State,GS 12 - 13,No,Yes—as determined by the agency policy.,Occasional travel - Some occassional travel may be required,No,Permanent,Full-time,Competitive,13,No,Secret,Yes,99200,153354,"Qualifications

Applicants must meet all the qualification requirements described below by the closing date of this announcement. 

Applicants applying for the GS-12 

Applicants must have 1 year of specialized experience equivalent to the GS-11 level in the Federal service which provided the applicant with the particular knowledge, skills and abilities to perform the duties of the position.

Qualifying specialized experience must demonstrate the following:

Experience interpreting policies, regulations, and guidelines of financial management analysis and budgeting.
Experience participating in planning and implementing an organization’s program budget. 
Experience utilizing data management tools (e.g. Microsoft Excel or Power BI) to analyze and evaluate changes in program plans and funding on budgets.

There is no substitute of education for specialized experience for the GS-12 position.

Applicants applying for the GS-13

Applicants must have 1 year of specialized experience equivalent to the GS-12 level in the Federal service which provided the applicant with the particular knowledge, skills and abilities to perform the duties of the position.

Qualifying specialized experience must demonstrate the following:

Experience developing and implementing financial management improvements for tracking, management, and monitoring of organizational funds.
Experience utilizing data management tools (e.g. Microsoft Excel or Power BI) to conduct research and analysis to make recommendations on organizational financial matters.
Experience providing the full range of budget oversight, planning and other services for multiple complex foreign assistance funds.

There is no substitute of education for specialized experience for the GS-13 position."
821531300,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821531300,Management and Program Analyst,Department of Homeland Security,GS 14,Yes,"Not applicable, this is a remote position.",Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,None,No,Not Required,Yes,104604,135987,"Qualifications
The qualifications for this position must be met by 11:59 PM (Eastern Time) on12/09/2024.

Current Federal employees must have served 52 weeks at the lower grade or equivalent grade band in the Federal service. The Time-in-Grade requirement must be met by 11:59 PM (Eastern Time) on12/09/2024.

GS-14:You qualify at the GS-14 level if you possess one (1) year of specialized experience, which is equivalent to at least the GS-13 level in the federal government, that equipped you with the skills needed to successfully perform the duties of the position. You must have experience performing the following duties:
Directing special studies, implementing, coordinating, and overseeing various electronic databases and systems to include the design and development of ECN and/or Connect pages.
Leveraging analytical tools and methodology to resolve broad, complex, and unprecedented planning, evaluation, control, and resource allocation problems; and advising management throughout the organization.
Providing substantial assistance in the analysis, design, development, implementation, and evaluation of operational training materials and programs.
Designs, conducts, and evaluates learning opportunities ie. classroom and webinar, and takes necessary actions to achieve organizational objectives.
Please read the following important information to ensure you submit everything we need to consider your application:It is your responsibility to ensure that you submit your responses and appropriate documentation prior to 12/09/2024. Your resume will be used to determine your qualifications for the position advertised in this announcement. Therefore, your resume must highlight your most relevant, significant experience related to the requirements found in the qualification section of this announcement, as well as any applicable education.USCIS will only review the first 5 pages of your resume to determine your initial eligibility/qualifications for a position. As such, please be sure to include content to support your eligibility/qualifications for this position within the first 5 pages. Please note that your full resume will be made available to the hiring manager if you are referred.Be clear and specific when describing your work history since Human Resources cannot make assumptions regarding your experience. Your application will be rated and ranked based on your responses to the online questions.

Please ensure EACH work history includes ALL of the following information:
Job Title (include series and grade if Federal Job)
Duties (be specific in describing your duties)
Employer's name and address
Supervisor name and phone number
Start and end dates including month, day and year (e.g. June 18 2007 to April 05 2008)
Start and end dates for each grade/pay level if you've held a federal position.
Full-time or part-time status (include hours worked per week)
Salary
Determining length of General or Specialized Experience is dependent on the above information and failure to provide the above information may result in a finding of ineligible.

Note:Overstating your qualifications and/or experience in your application materials or application questionnaire may result in your removal from consideration.

Federal Experience:If you are using current or prior federal experience as a basis for qualifying for this position, the grade levels and length of employment (mm/dd/year) at each grade level must be listed in your work history. This information will be further validated if selected for this position.

National Service Experience (i.e., volunteer experience):Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build criteria competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer service."
821871700,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821871700,Management and Program Analyst,Department of Transportation,FV H,Yes—as determined by the agency policy.,25% or less - The job may require up to 25% travel.,No,FV H,Permanent,Full-time,Excepted,NA,No,Other,No,83430,129323,"Qualifications

FV-H: To qualify for this position you must demonstrate in your application that you possess at least one year of specialized experience equivalent to the FV-G, FG/GS-10/11 level. This experience is typically related to the line of work of the position to be filled and which has equipped the applicant with the particular knowledge, skills, and abilities to successfully perform the duties of the position. To be creditable, specialized experience must have been at least equivalent to the next lower level in the normal line of progression for the occupation in the organization.

---------------------------------------------------------------------------------

Specialized Experience is defined as:

Experience serving as a Contracting Officer’s Representative (COR) with a strong background in performance monitoring and contract management; AND
Experience navigating complex procurement processes and ensuring compliance with federal acquisition policy and guidance.

You should include relevant examples of the specialized experience in your work history. Errors or omissions may impact your rating or may result in you not being considered.

Answer all questions to the best of your ability. DO NOT ASSUME THAT BECAUSE YOU HOLD, OR HAVE HELD THIS POSITION, YOU WILL AUTOMATICALLY BE FOUND ELIGIBLE. You may be asked to provide evidence or documentation that you have this type of experience later in the selection process. Your responses are subject to verification through job interviews, or any other information obtained during the application process. Any exaggeration of your experience or any attempt to conceal information can result in disqualification.

Eligible applicants meeting the minimum qualification requirements and/or selective placement factor(s) (SPF) may be further evaluated on the Knowledge, Skills and Abilities (KSA) and/or Quality Ranking Factor (QRF) listed in the announcement. Based on this evaluation, applicants will be placed in one of the following categories: (1) score order; (2) category grouping; (3) alphabetical; or (4) priority grouping, and referred to the selecting official for selection consideration.

*Applicants who fail to demonstrate possession of any of the above criteria AND who do not provide the required documentation will receive no further consideration for this position.*

Applicants may be asked to verify information on your application for employment with the FAA.

**All qualification requirements must be met by the closing date of this vacancy announcement.**"
822404700,2024-12-08,Data Analyst,https://www.usajobs.gov/job/822404700,MANAGEMENT AND PROGRAM ANALYST,Department of the Navy,NH 2,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel for this position.,No,Permanent,Full-time,Competitive,2,No,Secret,No,45146,107590,"Qualifications
Your resume must also demonstrate at least one year of Specialized experience at or equivalent to the NH Level I or pay band in the Federal service or equivalent experience in the private or public sector. Specialized experience must demonstrate the following:
Experience executing purchases for the command utilizing allocated funds to procure goods and services
Experience performing human capital actions (examples: awards, onboarding, telework, training, organization charts, billet management and policies, etc.).
Experience analyzing training and education programs.
Experience developing briefs and/or required documents for senior managers.
Experience utilizing Microsoft applications including SharePoint.
Additional qualification information can be found from the following Office of Personnel Management website:
Management and Program Analysis Series 0343

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment."
821675400,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821675400,Social Science Research Analyst,Department of Health and Human Services,GS 13,No,Yes—as determined by the agency policy.,Occasional travel - You may be expected to travel up to 5% for this position.,No,Permanent,Full-time,Competitive,13,No,Not Required,No,117962,153354,"Qualifications
ALL QUALIFICATION REQUIREMENTS MUST BE MET WITHIN 30 DAYS OF THE CLOSING DATE OF THIS ANNOUNCEMENT.

Your resume must include detailed information as it relates to the responsibilities and specialized experience for this position. Evidence of copying and pasting directly from the vacancy announcement without clearly documenting supplemental information to describe your experience will result in an ineligible rating. This will prevent you from receiving further consideration.

In order to qualify for the GS-13, you must meet the following: You must demonstrate in your resume at least one year (52 weeks) of qualifying specialized experience equivalent to the GS-12 grade level in the Federal government, obtained in either the private or public sector, to include:
Professional knowledge of, and skill in applying, statistical, sociological, political science, and/or other social science theories, techniques, and methodologies to gather and interpret beneficiary-related information; AND
Develop and analyze operational policy and program operations. On the basis of the findings, prepare reports to recommend new or revised standards and criteria in order to improve operational efficiency; AND
Develop clearly written and concise issue papers and talking points for senior staff, when needed.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

Time-in-Grade:To be eligible, current Federal employees must have served at least 52 weeks (one year) at the next lower grade level from the position/grade level(s) to which they are applying."
820300400,2024-12-08,Data Analyst,https://www.usajobs.gov/job/820300400,Africa Counterterrorism Analyst,Office of the Director of National Intelligence,GS 13,No,No,25% or less - You may be expected to travel for this position.,No,Multiple Appointment Types,Full-time,Excepted,None,No,Sensitive Compartmented Information,No,117962,153354,"Qualifications
Required Qualifications

Knowledge in area of subject matter expertise.

Ability to effectively plan, research, develop, and write high-quality, complex analyses, studies, projects, assignments, and briefings on key US foreign policy and national security objectives focused on a specific region or transnational issue for IC consumers and policymakers at the highest levels of government.

Ability to apply expert knowledge of ODNI, IC organizations, and relevant customer organizations or operations (e.g., military, policymakers, and law enforcement), in order to effectively translate their requirements and provide appropriate output or responses to meet customer needs.

Thorough knowledge of IC policy and procedures and demonstrated knowledge of analytic tradecraft and superior ability to communicate intelligence information and judgments to generalists as well as specialists.

Ability to produce analytic finished intelligence related to the subject matter issue, either as lead analyst or manager of analysts, and broad knowledge of the role of intelligence analysis within the IC.

Ability to lead and promote the development and use of a broad range of methodological tools and approaches to research, analyze, and present data (modeling, link analysis, or software).

Ability to maintain and develop regular contacts within the Office of the Director of National Intelligence (ODNI) and the IC for exchanging information.

Flexibility and ability to remain open-minded and change opinions on the basis of new information and requirements; ability to support group decisions and solicit opinions from coworkers.

Ability to oversee and direct information sharing programs and promote information sharing practices across the ODNI and IC.

Analytic and critical thinking skills, including superior ability to think strategically.

Ability to execute senior-level guidance in a fast-paced environment and superior ability to translate strategic goals into specific objectives with appropriate metrics and methods to track progress towards meeting those goals.

Interpersonal, organizational, and problem-solving skills, in working with individuals at the highest levels of the IC and government in justifying, defending, negotiating, and resolving significant and controversial issues.

Ability to work effectively both independently and in a team or collaborative environment, and mentor junior colleagues.

Creative problem-solving skills and initiative in carrying out mission responsibilities.

*To be considered qualified, applicants must possess at least five years of experience at a national agency, federal department, law enforcement organization, or combatant command."
821779200,2024-12-08,Data Analyst,https://www.usajobs.gov/job/821779200,MANAGEMENT ANALYST (PROGRAM MANAGER),Department of Defense,GS 9 - 11,No,Yes—as determined by the agency policy.,25% or less - You may be expected to travel for this position.,Yes—Relocation incentive may be authorized in accordance with regulatory requirements.,Permanent,Full-time,Competitive,11,No,Top Secret,Yes,68405,107590,"Qualifications
For qualifications determinations, it is recommended that applicants include their months and hours worked per week for each employment listed on their resume. If a determination is not able to be made about the length of your creditable experience for qualification requirements, you will be removed from consideration.

Read more about what should I include in my federal resume?athttps://www.usajobs.gov/Help/faq/application/documents/resume/what-to-include/

You may qualify at the GS-09 level, if you fulfill the following qualification requirement:
One year of specialized experience equivalent to the GS-07 grade level in the Federal service (experience may have been gained in the private sector) that demonstrates your experience:
DoD Active and Reserve Component Directives/Instructions/ and guidelines concerning military assignments and manpower, and Title 10, U.S.C., and the ability to research, analyze, interpret, and apply the rules, regulations, and procedures contained in these publications.
Providing advice of military command structure, functions, mission and organizational relationships of OSD Components and the applicable Defense Agencies/Field Activities supported.
OR

Master's or equivalent grad degree or 2 full years of progressively higher level graduate education leading to such a degree or LL.B, or J.D., if related from an accredited university.

OR

Combination of education and experience.

You may qualify at the GS-11 level, if you fulfill the following qualification requirement:
One year of specialized experience equivalent to the GS-09 grade level in the Federal service (experience may have been gained in the private sector) that demonstrates your experience:
Manage various program processes and functions with DoD Active and Reserve Component Directives/Instructions/ and guidelines concerning military assignments and manpower, and Title 10, U.S.C., and the ability to research, analyze, interpret, and apply the rules, regulations, and procedures contained in these publications.
Consult and provide advice of military command structure, functions, mission and organizational relationships of OSD Components and the applicable Defense Agencies/Field Activities supported.
Management tools used in the Division's processes to evaluate or improve efficiencies; and ensure employees distribute the recurring monthly reports and training materials on schedule and complete the updates to all discrepancy reports.
OR

Ph.D. or equivalent doctoral degree or 3 full years of progressively higher-level graduate education leading to such a degree or LL.M., if related. Such education must demonstrate the competencies necessary to do the work of this position.

OR

Combination of education and experience.

Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience.

ACTIVE DUTY SERVICE MEMBERS:The VOW Act Chapter 21 of Title 5, United States Code (U.S.C.), Section 2108a, requires Federal agencies treat active duty service member as veterans, disabled veterans, and preference eligible, when they submit, at the time they apply for a Federal job, a ""certification"" of active service in lieu of a DD-214, assuming the service member is otherwise eligible. A ""certification"" letter should be on letterhead of the appropriate military branch of the service and contain (1) the military service dates including the expected discharge or release date; and (2) the character of service. The service member's military service dates are necessary in order to determine whether he or she meets the definition of ""veteran"" under 5 U.S.C. 2108(1). The ""certification"" must reflect the service member is expected to be discharged or released from active duty service in the armed forces under honorable conditions not later than 120 days after the date of submission. The ""certification"" must be signed by, or by direction of, the adjutant, personnel officer, or commander of your unit or higher headquarters and must indicate when your terminal leave will begin (if applicable), your rank, dates of active duty service, the type of discharge and character of service (i.e. honorable). Further, under paragraph (h) of the rule, agencies are required to verify a qualifying separation from military service prior to appointment, through the DD-214 or other appropriate documentation. Your preference and/or appointment eligibility will be verified prior to appointment. Active duty members that fail to provide a valid ""certification"" of service with their initial application will be found ""not eligible."" Military members may be appointed before the effective date of their military retirement/separation if member is on terminal leave.

Current or Former Political Appointees:Beginning January 1, 2010, agencies must seek prior approval from OPM before they can appoint a current or recent political appointee to a competitive or non-political excepted service position at any level under the provisions of title 5, United States Code. If you are currently or have been within the last 5 years, a political Schedule A, Schedule C, or Non-career SES employee in the executive branch, you MUST disclose that to the Human Resources Office. Submit a copy of your applicable SF-50, along with a statement that provides the following information regarding your most recent political appointment:
Position title;
Type of appointment (Schedule A, Schedule C, Non-career SES, or Presidential Appointee);
Agency; and,
Beginning and ending dates of appointment.

All qualifications, education, and time-in-grade requirements must be met by the closing date of this announcement and clearly documented in your resume."
